name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Ci Siamo",cisiamo,restaurant,nyc,,,infonyc@cisiamo.com,(212) 219-6559,http://cisiamo.com/,website_scrape
"La Lanterna di Vittorio",lalanternadivittorio,restaurant,nyc,,,info@lalanterna.nyc,(917) 639-3236,http://lalanterna.nyc/,domain_guess
"LOLITA",lolita,restaurant,nyc,,,info@lolitanewyorkcity.com,(212) 389-0050,https://www.lolitanewyorkcity.com/,domain_guess
"Amor Loco",amorloco,restaurant,nyc,,,info@amorloconyc.com,(917) 261-5650,http://amorloconyc.com/,website_scrape
"Rosa Mexicano",rosamexicano,mexican,nyc,,,marketing@rosamexicano.com,(212) 533-3350,http://rosamexicano.com/?utm_source=extnet&utm_medium=Yext,website_scrape
"Cosme",cosme,restaurant,nyc,,,info@cosmenyc.com,(315) 512-4131,http://www.cosmenyc.com/,website_scrape
"Vida Verde - Tequila Bar",vidaverde-tequilabar,restaurant,nyc,,,info@vidaverdeny.com,(646) 657-0565,https://www.vidaverdeny.com/,domain_guess
"La Esquina Brasserie",laesquinabrasserie,restaurant,nyc,,,info@esquinanyc.com,(646) 613-7100,https://www.esquinanyc.com/location/la-esquina-nyc-downtown/,domain_guess
"Mamasita Bar & Grill",mamasitabargrill,restaurant,nyc,,,INFO@MAMASITANYC.COM,(212) 315-9444,https://mamasitanyc.com/,website_scrape
"LOS TACOS No.1",lostacosno1,mexican,nyc,,,info@lostacos1.com,,http://www.lostacos1.com/,domain_guess
"Toro Loco",toroloco,restaurant,nyc,,,info@toroloconyc.com,(917) 262-0444,https://www.toroloconyc.com/,website_scrape
"Toloache",toloache,restaurant,nyc,,,info@toloachenyc.com,(212) 581-1818,https://www.toloachenyc.com/,domain_guess
"Kin ramen",kinramen,japanese,nyc,,,info@kinramen.com,(212) 933-9292,https://kinramen.com/,domain_guess
"Ivan Ramen",ivanramen,japanese,nyc,,,info@ivanramen.com,(646) 678-3859,http://www.ivanramen.com/en/new-york/,website_scrape
"Ichiran",ichiran,restaurant,nyc,,,customerservice.ny@ichiran.com,(212) 465-0701,https://www.ichiranusa.com/location/ichiran-midtown/,website_scrape
"TONCHIN NEW YORK",tonchinnewyork,restaurant,nyc,,,info@foodexny.com,(646) 692-9912,https://tonchinus.com/,website_scrape
"Loong Ramen",loongramen,japanese,nyc,,,info@tsukimi.nyc,(646) 912-9999,http://loongramen.com/,website_scrape
"Yasubee Authentic Ramen",yasubeeauthenticramen,japanese,nyc,,,info@yasubee.us,(718) 587-1917,https://www.yasubee.us/,domain_guess
"Kyuramen - Union Square",kyuramen-unionsquare,japanese,nyc,,,info@newyorkkyuramen.com,(646) 692-4120,https://www.newyorkkyuramen.com/,domain_guess
"IPPUDO NY",ippudony,restaurant,nyc,,,info@ippudous.com,(212) 388-0088,https://www.ippudous.com/east-village,domain_guess
"RamenYa West Village",ramenyawestvillage,japanese,nyc,,,info@ramenya1.com,(908) 331-9460,http://www.ramenya1.com/,domain_guess
"ICHIRAN Ramen NY Times Square",ichiranramennytimessquare,japanese,nyc,,,customerservice.ny@ichiran.com,(646) 964-4294,https://www.ichiranusa.com/location/times-square/,website_scrape
"Gnocco",gnocco,restaurant,nyc,,,info@gnocco.com,(212) 677-1913,http://www.gnocco.com/,website_scrape
"The Smith",thesmith,restaurant,nyc,,,info@thesmithrestaurant.com,(212) 685-4500,https://thesmithrestaurant.com/location/nomad/,domain_guess
"Gemma",gemma,restaurant,nyc,,,reservations@bohonyc.com,(212) 505-7300,http://www.theboweryhotel.com/dining/gemma,website_scrape
"Thursday Kitchen",thursdaykitchen,restaurant,nyc,,,inthursdaykitchen@gmail.com,,http://www.thursdaykitchen.com/,website_scrape
"Somtum Der",somtumder,restaurant,nyc,,,pr@milestoneprnyc.com,(212) 260-8570,http://www.somtumdernewyork.com/,website_scrape
"Cafe Mogador",cafemogador,cafe,nyc,,,media.cafemogador@gmail.com,(212) 677-2226,http://cafemogador.com/,website_scrape
"San Marzano",sanmarzano,restaurant,nyc,,,info@sanmarzanonyc.com,(212) 777-3600,http://www.sanmarzanonyc.com/,domain_guess
"Via Della Pace",viadellapace,restaurant,nyc,,,vdpnyc@yahoo.com,(212) 253-5803,http://viadellapacenyc.com/,website_scrape
"Aurora Brooklyn",aurorabrooklyn,restaurant,nyc,,,user@domain.com,(718) 388-5100,https://aurorabk.com/,website_scrape
"Le Crocodile",lecrocodile,restaurant,nyc,,,info@lecrocodile.com,(718) 460-8004,http://lecrocodile.com/,domain_guess
"Isla & Co. - Williamsburg",islaco-williamsburg,restaurant,nyc,,,user@domain.com,(929) 215-2275,https://www.isla-co.com/williamsburg,website_scrape
"Antidote",antidote,restaurant,nyc,,,management@antidoteny.com,(833) 998-8711,http://antidoteny.com/,website_scrape
"The Four Horsemen",thefourhorsemen,restaurant,nyc,,,press@fourhorsemenbk.com,(718) 599-4900,http://fourhorsemenbk.com/,website_scrape
"Sanfords",sanfords,restaurant,nyc,,,name@email.com,(718) 932-9569,http://www.sanfordsnyc.com/,website_scrape
"Taverna Kyclades Astoria",tavernakycladesastoria,restaurant,nyc,,,tavernakycladeseastvillage@gmail.com,(718) 545-8666,http://www.tavernakyclades.com/,website_scrape
"The Bonnie",thebonnie,restaurant,nyc,,,media@thebonnie.com,(718) 274-2105,http://www.thebonnie.com/,website_scrape
"Anassa Taverna Astoria",anassatavernaastoria,restaurant,nyc,,,info@anassataverna.com,(718) 721-5050,https://astoria.anassataverna.com/,website_scrape
"Bahari Estiatorio",bahariestiatorio,restaurant,nyc,,,user@domain.com,(718) 204-8968,http://www.bahariestiatorio.com/,website_scrape
"Kam Rai Thai",kamraithai,thai,nyc,,,user@domain.com,(929) 522-0999,http://kamraithai.net/,website_scrape
"Bel Aire Diner",belairediner,restaurant,nyc,,,belairediner@gmail.com,(718) 721-3160,http://www.belairediner.nyc/,website_scrape
"Agnanti",agnanti,restaurant,nyc,,,info@agnantimeze.net,(718) 545-4554,http://www.agnantimeze.net/,domain_guess
"VITE vinosteria",vitevinosteria,restaurant,nyc,,,vitevinosteria@gmail.com,(718) 278-8483,http://www.vitevinosteria.com/,website_scrape
"Bungalow",bungalow,restaurant,nyc,,,user@domain.com,,https://www.bungalowny.com/,website_scrape
"Cloves Indian Cuisine",clovesindiancuisine,indian,nyc,,,clovesindian1@gmail.com,(646) 398-9444,http://clovesindiannyc.com/,website_scrape
"Indian Accent",indianaccent,indian,nyc,,,reservations.nyc@indianaccent.com,(212) 842-8070,http://indianaccent.com/newyork,website_scrape
"Patiala Indian Grill & Bar",patialaindiangrillbar,indian,nyc,,,hello@patialany.com,(212) 564-8255,http://35.patialany.com/,website_scrape
"Junoon",junoon,restaurant,nyc,,,info@junoonnyc.com,(212) 490-2100,https://www.junoonnyc.com/,domain_guess
"Spice Symphony Times Square",spicesymphonytimessquare,vietnamese,nyc,,,info@spicesymphony.com,(646) 657-0642,https://spicesymphony.com/,domain_guess
"Vatan",vatan,restaurant,nyc,,,vatanny@gmail.com,(212) 689-5666,https://vatanny.com/,website_scrape
"Red Onion Indian Lunch Brunch Dinner",redonionindianlunchbrunchdinner,indian,nyc,,,redonionny@gmail.com,(646) 609-1355,https://www.redonionnyc.com/,website_scrape
"Dhamaka",dhamaka,restaurant,nyc,,,hello@dhamaka.nyc,(212) 204-8616,http://dhamaka.nyc/,website_scrape
"GupShup",gupshup,restaurant,nyc,,,info@GupShupnyc.com,(212) 518-7313,https://www.gupshupnyc.com/,website_scrape
"Red Rooster Harlem",redroosterharlem,restaurant,nyc,,,user@domain.com,(212) 792-9001,https://www.redroosterharlem.com/,website_scrape
"The Edge Harlem",theedgeharlem,restaurant,nyc,,,info@theedgeharlem.com,(212) 939-9688,http://www.theedgeharlem.com/,domain_guess
"Angel of Harlem",angelofharlem,restaurant,nyc,,,contact@angelofharlemnyc.com,(212) 316-0350,http://www.angelofharlemnyc.com/,website_scrape
"Harlem Public",harlempublic,restaurant,nyc,,,user@domain.com,(212) 939-9404,http://www.harlempublic.com/,website_scrape
"Lido Harlem Restaurant",lidoharlemrestaurant,restaurant,nyc,,,info@lidoharlem.com,(646) 490-8575,http://lidoharlem.com/,website_scrape
"Maison Harlem",maisonharlem,restaurant,nyc,,,info@maisonharlem.com,(212) 222-9224,https://www.maisonharlem.com/,domain_guess
"Corner Social",cornersocial,restaurant,nyc,,,contact@cornersocialnyc.com,(212) 510-8552,http://cornersocialnyc.com/,website_scrape
"Jacob Soul Food Restaurant",jacobsoulfoodrestaurant,southern,nyc,,,info@jacobrestaurant.com,(212) 866-3663,http://www.jacobrestaurant.com/,domain_guess
"La Dong",ladong,restaurant,nyc,,,reservation@ladongnyc.com,(917) 289-0019,http://www.ladongnyc.com/,website_scrape
"Hanoi House",hanoihouse,restaurant,nyc,,,info@hanoihousenyc.com,(212) 995-5010,http://www.hanoihousenyc.com/,domain_guess
"Madame Vo",madamevo,restaurant,nyc,,,user@domain.com,(917) 261-2115,http://www.madamevo.com/,website_scrape
"Ly Ly Vietnam Cookhouse",lylyvietnamcookhouse,restaurant,nyc,,,user@domain.com,(347) 251-9060,http://lylynyc.com/,website_scrape
"Nom Nam",nomnam,restaurant,nyc,,,user@domain.com,(332) 268-4788,https://www.nomnamnyc.com/,website_scrape
"Saigon Shack",saigonshack,restaurant,nyc,,,user@domain.com,(212) 228-0588,http://saigonshack.com/,website_scrape
"Sao Mai",saomai,restaurant,nyc,,,info@saomainyc.com,(212) 358-8880,http://saomainyc.com/,domain_guess
"Nha Trang One",nhatrangone,restaurant,nyc,,,info@nhatrangnyc.net,(212) 233-5948,https://nhatrangnyc.net/?utm_source=google,domain_guess
"OBAO Midtown",obaomidtown,restaurant,nyc,,,info@obaony.com,(212) 308-5588,http://www.obaony.com/,domain_guess
"Isla & Co. Lower East Side",islacolowereastside,restaurant,nyc,,,user@domain.com,(917) 376-1246,https://www.isla-co.com/les,website_scrape
"Essex",essex,restaurant,nyc,,,eat@essexnyc.com,(212) 533-9616,https://www.essexnyc.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb_listing,website_scrape
"Sixty Three Clinton",sixtythreeclinton,restaurant,nyc,,,user@domain.com,(917) 663-6223,https://www.63clinton.com/,website_scrape
"Beauty & Essex",beautyessex,restaurant,nyc,,,Contact@taogroup.com,(212) 614-0146,https://beautyandessex.com/new-york/,website_scrape
"Freemans",freemans,restaurant,nyc,,,user@domain.com,(212) 420-0012,http://www.freemansrestaurant.com/,website_scrape
"LECIEL",leciel,restaurant,nyc,,,info@lecielnyc.com,(646) 991-5466,http://www.lecielnyc.com/,domain_guess
"Dirt Candy",dirtcandy,restaurant,nyc,,,user@domain.com,(212) 228-7732,http://www.dirtcandynyc.com/,website_scrape
"Bufón",bufn,restaurant,nyc,,,user@domain.com,(201) 839-6701,http://www.bufonnyc.com/,website_scrape
"Dallas BBQ",dallasbbq,bbq,nyc,,,user@domain.com,(212) 221-9000,https://www.dallasbbq.com/times-square,website_scrape
"Chubby Cattle BBQ | New York",chubbycattlebbqnewyork,bbq,nyc,,,info@chubbycattle.com,(646) 594-9742,https://www.chubbycattle.com/project/chubby-cattle-new-york/,domain_guess
"Hill Country Barbecue Market",hillcountrybarbecuemarket,bbq,nyc,,,info@hillcountry.com,(212) 255-4544,https://www.hillcountry.com/,domain_guess
"Hometown Bar-B-Que",hometownbar-b-que,restaurant,nyc,,,user@domain.com,(347) 294-4644,http://www.hometownbarbque.com/,website_scrape
"miss KOREA BBQ",misskoreabbq,bbq,nyc,,,info@missKOREABBQ.com,(212) 594-4963,https://www.misskoreabbq.com/,website_scrape
"Pig Beach BBQ Queens",pigbeachbbqqueens,bbq,nyc,,,brooklyninfo@pigbeachnyc.com,(718) 362-6111,http://www.pigbeachnyc.com/,website_scrape
"Dallas BBQ Chelsea",dallasbbqchelsea,bbq,nyc,,,user@domain.com,(212) 462-0001,https://dallasbbq.com/,website_scrape
"Sisters",sisters,restaurant,nyc,,,info@sistersbklyn.com,(347) 763-2537,http://sistersbklyn.com/,domain_guess
"Five Leaves",fiveleaves,restaurant,nyc,,,info@fiveleavesny.com,(718) 383-5345,https://fiveleavesny.com/,domain_guess
"French Louie",frenchlouie,restaurant,nyc,,,info@frenchlouienyc.com,(718) 935-1200,http://frenchlouienyc.com/,domain_guess
"Premier Deli",premierdeli,deli,nyc,,,info@premierdelicafe.com,(212) 757-4477,http://www.premierdelicafe.com/,domain_guess
"Pastrami Queen",pastramiqueen,restaurant,nyc,,,user@domain.com,(212) 734-1500,https://www.pastramiqueen.com/,website_scrape
"Panineria NYC",paninerianyc,restaurant,nyc,,,info@lapanineria.com,(917) 388-3257,http://www.lapanineria.com/,website_scrape
"Eataly",eataly,restaurant,nyc,,,guestrelations@eataly.com,(212) 229-2560,https://www.eataly.com/us_en/stores/nyc-flatiron,website_scrape
"Shaw-nae’s House",shaw-naeshouse,restaurant,nyc,,,user@domain.com,(845) 595-8511,https://www.shawnaeshouse.com/,website_scrape
"Taste Of Heaven",tasteofheaven,restaurant,nyc,,,info@tasteofheavenbk.com,(718) 576-3146,http://www.tasteofheavenbk.com/,domain_guess
"SoulTye",soultye,restaurant,nyc,,,info@instagram.com,(718) 415-0129,https://www.instagram.com/soultyellc?igsh=MWJleG5paHY4MzY0eA==,domain_guess
"The Dead Poet",thedeadpoet,restaurant,nyc,,,info@thedeadpoet.com,(212) 595-5670,http://www.thedeadpoet.com/,website_scrape
"BARBOUNIA",barbounia,restaurant,nyc,,,barbouniaevents@gmail.com,(212) 995-0242,https://barbounia.com/,website_scrape
"Shuka",shuka,restaurant,nyc,,,info@shukanewyork.com,(212) 475-7500,http://www.shukanewyork.com/,domain_guess
"Shukette",shukette,restaurant,nyc,,,vicki@bowerygroupnyc.com,(212) 242-1803,http://www.shukettenyc.com/,website_scrape
"Mama Mezze",mamamezze,restaurant,nyc,,,info@mamamezze.com,(212) 547-8750,https://www.mamamezze.com/,domain_guess
"Sea Salt NYC",seasaltnyc,restaurant,nyc,,,seasaltnyc@gmail.com,(917) 261-4443,http://www.seasaltsnyc.com/,website_scrape
"ilili NoMad",ililinomad,restaurant,nyc,,,info@ililirestaurants.com,(212) 683-2929,https://www.ililirestaurants.com/,domain_guess
"Zou Zou’s",zouzous,restaurant,nyc,,,info@zouzousnyc.com,(212) 380-8585,http://www.zouzousnyc.com/,domain_guess
"Zaytinya",zaytinya,restaurant,nyc,,,info@zaytinya.com,(202) 638-0800,https://www.zaytinya.com/location/washington-dc/,domain_guess
"ZOI MEDITERRANEAN NOMAD",zoimediterraneannomad,mediterranean,nyc,,,info@zoinomad.com,(917) 994-9463,https://www.zoinomad.com/,website_scrape
"White Olive",whiteolive,restaurant,nyc,,,Whiteoliveparties@gmail.com,(917) 300-3105,https://www.whiteolivesnyc.com/,website_scrape
"Kuu",kuu,restaurant,nyc,,,info@kuuramen.com,(212) 571-7177,http://www.kuuramen.com/,website_scrape
"Kyuramen",kyuramen,japanese,nyc,,,info@newyorkkyuramen.com,(646) 692-4120,https://www.newyorkkyuramen.com/,domain_guess
"MONO+MONO",monomono,restaurant,nyc,,,info@monomonony.com,(917) 285-5034,http://www.monomonony.com/,domain_guess
"Spot Dessert Bar East Village",spotdessertbareastvillage,restaurant,nyc,,,CONTACT@SPOTDESSERTBAR.COM,(212) 677-5670,http://www.spotdessertbar.com/,website_scrape
"Veselka",veselka,restaurant,nyc,,,info@veselka.com,(212) 228-9682,https://www.veselka.com/,domain_guess
"Peter Luger Steak House",peterlugersteakhouse,steakhouse,nyc,,,info@peterluger.com,(718) 387-7400,https://peterluger.com/,domain_guess
"Maison Premiere",maisonpremiere,restaurant,nyc,,,info@maisonpremiere.com,(347) 889-5710,http://maisonpremiere.com/,domain_guess
"Amylos Taverna",amylostaverna,restaurant,nyc,,,amylosgroup@amylos.com,(718) 215-0228,http://www.amylos.com/,website_scrape
"Inca Paisa Restaurant Astoria",incapaisarestaurantastoria,restaurant,nyc,,,incapaisany@gmail.com,(347) 448-6400,https://incapaisa.com/,website_scrape
"Stamatis",stamatis,restaurant,nyc,,,stamatisrestaurantny@gmail.com,(718) 932-8596,https://stamatisrestaurant.net/,website_scrape
"SARAVANAA BHAVAN",saravanaabhavan,restaurant,nyc,,,info@saravanaabhavan.us,(212) 684-7755,https://www.saravanaabhavan.us/,domain_guess
"Native Harlem",nativeharlem,restaurant,nyc,,,info@native125th.com,(212) 516-9475,https://native125th.com/,domain_guess
"5ive Spice Tacos & Banh Mi",5ivespicetacosbanhmi,mexican,nyc,,,info@5ivespiceles.com,(917) 409-2605,http://5ivespiceles.com/,domain_guess
"Kashkaval Garden",kashkavalgarden,restaurant,nyc,,,info@kashkavalgarden.com,(212) 245-1758,https://kashkavalgarden.com/,website_scrape
"Bocca di Bacco",boccadibacco,restaurant,nyc,,,info@boccadibacconyc.com,(212) 265-8828,https://www.boccadibacconyc.com/,domain_guess
"Marseille",marseille,restaurant,nyc,,,info@marseillenyc.com,(212) 333-2323,https://marseillenyc.com/,domain_guess
"The Marshal",themarshal,restaurant,nyc,,,info@the-marshal.com,(212) 582-6300,https://www.the-marshal.com/,website_scrape
"Manhatto",manhatto,restaurant,nyc,,,info@manhattarestaurant.com,(212) 230-5788,https://www.manhattarestaurant.com/,domain_guess
"Le Jardin Bistro NYC",lejardinbistronyc,restaurant,nyc,,,info@lejardinbistronyc.com,(212) 228-0909,https://www.lejardinbistronyc.com/,website_scrape
"Dudleys",dudleys,restaurant,nyc,,,info@dudleysnyc.com,(212) 925-7355,https://www.dudleysnyc.com/,domain_guess
"Clinton St. Baking Company",clintonstbakingcompany,restaurant,nyc,,,catering@clintonstreetbaking.com,(646) 602-6263,http://www.clintonstreetbaking.com/,website_scrape
"Fossetta",fossetta,restaurant,nyc,,,hello@fossetta-nyc.com,(646) 430-1249,https://www.fossetta-nyc.com/,website_scrape
"Barney Greengrass",barneygreengrass,restaurant,nyc,,,100yearsbg@gmail.com,(212) 724-4707,http://barneygreengrass.com/,website_scrape
"Mile End Deli",mileenddeli,deli,nyc,,,info@mileenddeli.com,(718) 852-7510,https://www.mileenddeli.com/,website_scrape
"Felice Columbus",felicecolumbus,restaurant,nyc,,,columbus@felicerestaurants.com,(212) 931-1150,https://www.felicerestaurants.com/felice-columbus/,website_scrape
"Zara Terrace Mediterranean Restaurant",zaraterracemediterraneanrestaurant,mediterranean,nyc,,,example@mysite.com,(917) 817-0746,https://www.zaraterrace.com/,website_scrape
"ZOI MEDITERRANEAN UES",zoimediterraneanues,mediterranean,nyc,,,info@zoiues.com,(646) 718-3609,https://www.zoiues.com/,website_scrape
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,nyc,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,nyc,,,,,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,nyc,,,,,,
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,nyc,,,sales@cloudkitchens.com,,https://cloudkitchens.com/locations/chicago/north-center/?utm_source=gmb&utm_medium=organic&utm_content=RockwellFoodPick-Up,website_scrape
